ip,domain,caa_result
210.128.97.89,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
176.9.93.198,www.dnsforge.de,0 issue "letsencrypt.org"
103.102.166.14,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
103.102.166.5,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
171.97.12.246,dns.google,0 issue "pki.goog";128 issue "pki.goog"
116.106.237.109,dns.google,0 issue "pki.goog";128 issue "pki.goog"
124.121.182.8,dns.google,0 issue "pki.goog";128 issue "pki.goog"
37.221.193.168,ddns.2718282.net,128 issue "letsencrypt.org";0 iodef "mailto:caa@2718282.net"
103.121.210.210,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
177.17.68.105,dns.google,0 issue "pki.goog";128 issue "pki.goog"
187.101.238.133,dns.google,0 issue "pki.goog";128 issue "pki.goog"
147.78.178.170,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
103.121.210.211,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
129.154.56.115,dns.google,0 issue "pki.goog";128 issue "pki.goog"
103.121.210.212,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
158.64.1.29,kaitain.restena.lu,0 issue "sectigo.com";0 issue "letsencrypt.org"
185.37.252.148,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
5.180.76.39,dns.google,0 issue "pki.goog";128 issue "pki.goog"
195.150.49.32,dns.google,0 issue "pki.goog";128 issue "pki.goog"
174.81.41.112,dns.google,0 issue "pki.goog";128 issue "pki.goog"
92.127.186.187,dns.google,0 issue "pki.goog";128 issue "pki.goog"
203.180.146.31,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
179.95.255.50,dns.google,0 issue "pki.goog";128 issue "pki.goog"
79.177.113.214,dns.google,0 issue "pki.goog";128 issue "pki.goog"
105.233.63.122,dns.google,0 issue "pki.goog";128 issue "pki.goog"
194.169.181.38,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
124.121.186.38,dns.google,0 issue "pki.goog";128 issue "pki.goog"
95.191.252.58,dns.google,0 issue "pki.goog";128 issue "pki.goog"
92.38.152.163,dns.comss.one,0 issue "comodoca.com"
118.189.194.176,dns.dereklim.com,0 issue "letsencrypt.org"
179.95.243.170,dns.google,0 issue "pki.goog";128 issue "pki.goog"
54.37.137.4,spacedns.org,0 issuewild "letsencrypt.org"
191.13.207.216,dns.google,0 issue "pki.goog";128 issue "pki.goog"
118.70.92.26,dns.google,0 issue "pki.goog";128 issue "pki.goog"
203.180.146.32,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
85.145.222.167,dns.google,0 issue "pki.goog";128 issue "pki.goog"
212.159.98.63,thedns.pyjama.co.uk,0 issue "letsencrypt.org"
47.254.217.108,alidns.com,0 issue "globalsign.com"
