ip,domain,caa_result
210.138.123.111,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.130.0.2,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
174.81.41.112,dns.google,0 issue "pki.goog";128 issue "pki.goog"
34.75.0.190,dns.dionperera.com,0 issue "sectigo.com";0 issuewild "sectigo.com"
168.95.1.1,dns.hinet.net,0 issuewild ";";0 issue "pki.hinet.net"
47.245.54.147,dns.google,0 issue "pki.goog";128 issue "pki.goog"
203.180.146.213,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
87.228.229.146,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.130.0.51,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
78.142.193.54,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
103.102.166.5,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
45.125.0.26,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
210.128.97.88,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.130.1.20,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
202.232.2.3,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
78.142.193.54,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
216.98.99.110,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
45.11.45.11,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
208.80.153.38,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
216.239.36.36,dns.google,0 issue "pki.goog";128 issue "pki.goog"
91.230.211.67,dns.east.comss.one,0 issue "comodoca.com"
62.115.182.209,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
216.98.99.106,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
216.98.99.107,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
202.232.2.30,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.138.123.75,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.128.97.217,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.128.97.218,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
185.222.222.222,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
78.142.193.51,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
185.37.252.146,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
93.115.24.204,dns.comss.one,0 issue "comodoca.com"
58.125.243.9,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.138.123.107,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.128.97.202,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
47.254.217.110,alidns.com,0 issue "globalsign.com"
216.98.99.105,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.128.97.222,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.138.123.77,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
202.5.221.131,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
203.180.146.10,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
212.187.164.154,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
208.80.155.112,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
171.97.235.52,dns.google,0 issue "pki.goog";128 issue "pki.goog"
203.180.146.26,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
103.121.210.210,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
185.118.197.55,public-dns-d.dns.srvfarm.net,0 issue "letsencrypt.org";0 issuewild "letsencrypt.org"
216.128.181.13,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
147.78.178.172,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
91.198.174.8,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
103.121.210.210,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
51.140.186.154,dns.bouios.com,0 issue "letsencrypt.org";0 issue "digicert.com";0 issue "sectigo.com";0 issue "microsoft.com";0 issue "comodoca.com"
103.121.210.211,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
103.121.210.211,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
203.180.146.9,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
103.121.210.212,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
176.9.1.117,dnsforge.de,0 issue "letsencrypt.org"
208.80.154.70,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
103.121.210.212,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
23.159.160.55,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
85.146.139.97,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.128.97.206,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
45.14.106.6,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
202.5.221.133,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
216.128.181.13,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
47.93.251.179,alidns.com,0 issue "globalsign.com"
210.128.97.73,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
93.115.24.205,dns.comss.one,0 issue "comodoca.com"
203.180.146.203,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
13.72.215.74,alidns.com,0 issue "globalsign.com"
210.130.0.62,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.128.97.86,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
40.83.112.187,alidns.com,0 issue "globalsign.com"
185.118.198.55,public-dns-a.dns.srvfarm.net,0 issue "letsencrypt.org";0 issuewild "letsencrypt.org"
81.90.180.173,dns.comss.one,0 issue "comodoca.com"
210.128.97.221,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
180.4.189.192,dns.google,0 issue "pki.goog";128 issue "pki.goog"
213.32.246.155,dns.google,0 issue "pki.goog";128 issue "pki.goog"
203.180.146.31,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
23.105.231.66,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
47.95.0.21,alidns.com,0 issue "globalsign.com"
208.80.153.6,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
194.169.181.37,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
210.128.97.214,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
172.65.30.226,dns.google,0 issue "pki.goog";128 issue "pki.goog"
198.35.26.6,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
210.130.0.71,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
62.115.182.223,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
195.50.204.191,dns.google,0 issue "pki.goog";128 issue "pki.goog"
103.242.45.39,dns.google,0 issue "pki.goog";128 issue "pki.goog"
147.78.178.171,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
202.5.221.130,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
47.254.217.111,alidns.com,0 issue "globalsign.com"
78.142.193.50,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
185.37.252.148,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
85.101.3.51,dns.google,0 issue "pki.goog";128 issue "pki.goog"
103.2.57.5,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
203.180.146.218,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
47.254.217.112,alidns.com,0 issue "globalsign.com"
195.150.49.32,dns.google,0 issue "pki.goog";128 issue "pki.goog"
