cert_hash,host,port,server_name,depth
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.52.119,443,nlams2-doh-001.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.52.119,443,nlams2-doh-001.aaplimg.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.56.247,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.56.247,443,doh.dns.apple.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.82.247,443,sgsin3-doh-002.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.82.247,443,sgsin3-doh-002.aaplimg.com,1
7efdcf4316c097c502d94fccdc3b2981a052f1551f81ea172af726223ddccca3,176.103.130.131,443,dns-unfiltered.adguard.com,0
5dd661d3cb33b5005cbed045a223ddc4445aaa41d1acb5df700884cad9ba4195,176.103.130.131,443,dns-unfiltered.adguard.com,1
febc42deae3c6675a5452d543689338f6d80316e7456edd55cc1bc7feb2d58be,159.223.173.230,443,dns.jazzypajamas.com,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,159.223.173.230,443,dns.jazzypajamas.com,1
f6ab9ae39c1ee37699a7eb4d629983afdef444e3991d078ac9df5f9de2536a74,176.125.239.0,443,freedns.controld.dev,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,176.125.239.0,443,freedns.controld.dev,1
c4d0e25704d47a62c9eb4b568b131c1c8f39cb8e1069fd4a5557f01576e2cfc0,152.67.165.26,443,jit.ddns.net,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,152.67.165.26,443,jit.ddns.net,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,152.67.165.26,443,jit.ddns.net,2
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.82.119,443,sgsin3-doh-001.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.82.119,443,sgsin3-doh-001.aaplimg.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.38.115,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.38.115,443,doh.dns.apple.com,1
4f5a94ab855621fe1ef154fa56756463b9843a33ad515b66cd092b1e3910743d,16.170.150.221,443,dns.brahma.world,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,16.170.150.221,443,dns.brahma.world,1
eeb8d90dcbc60dcc1760551ffde71f86e4a797c4a93bc37aaef16dba8e288b74,159.117.87.49,443,dns.edhomewebserver.net,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,159.117.87.49,443,dns.edhomewebserver.net,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,159.117.87.49,443,dns.edhomewebserver.net,2
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.82.213,443,sgsin3-doh-004.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.82.213,443,sgsin3-doh-004.aaplimg.com,1
1a6f119fb8b32852495981d7b1ef63bca08736dac8f133973ab9f43d889f5aca,170.10.156.54,443,doh-datmingov-us.mimecast-psgov-us.com,0
8076260e72dc67b7a56e2faf72368fb9c5ab03bbb29c145401b8b4d6b431046c,170.10.156.54,443,doh-datmingov-us.mimecast-psgov-us.com,1
96663cb88d80b3da84c22622e65a00ea35efde78a8558c601ff256d856e1151c,170.10.156.54,443,doh-datmingov-us.mimecast-psgov-us.com,2
8eaacb5f5bb6c301ae3654629d9923359bf66e0c5d7c4185cdb83aa7ed1c990c,170.10.156.54,443,doh-datmingov-us.mimecast-psgov-us.com,3
08c8a6b4d8823ac331acd86517fcd433b9381b218c5551f722702ced25cab290,168.138.243.216,443,ibuki.cgnat.net,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,168.138.243.216,443,ibuki.cgnat.net,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,168.138.243.216,443,ibuki.cgnat.net,2
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.56.85,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.56.85,443,doh.dns.apple.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.56.213,443,defra3-doh-004.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.56.213,443,defra3-doh-004.aaplimg.com,1
b86687b26282ff380cbb6f50acda64526c80c3f89787119f67922e16e59e4988,159.138.6.11,443,ecs-159-138-6-11.compute.hwclouds-dns.com,0
68d0b2e8c85bf009b4db39ac8b5e2fa8e1fd9fd1e5028704ea9288c7e472aaeb,159.138.6.11,443,ecs-159-138-6-11.compute.hwclouds-dns.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.38.115,443,sesto4-doh-001.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.38.115,443,sesto4-doh-001.aaplimg.com,1
0cd100642ec6695206e6d631baf5f85e08da3cd6899b69c5a9d9f9f34d887c6c,152.70.70.91,443,dns.hakim.one,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,152.70.70.91,443,dns.hakim.one,1
f6ab9ae39c1ee37699a7eb4d629983afdef444e3991d078ac9df5f9de2536a74,176.125.239.12,443,freedns.controld.dev,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,176.125.239.12,443,freedns.controld.dev,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.38.215,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.38.215,443,doh.dns.apple.com,1
56cc871dc9e841e31180bd106e983969ee50445872ccf798adb1c4ac796c2283,139.180.158.91,443,cubedns.com,0
7fa4ff68ec04a99d7528d5085f94907f4d1dd1c5381bacdc832ed5c960214676,139.180.158.91,443,cubedns.com,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,139.180.158.91,443,cubedns.com,2
b556c287adc14f4019a57cbeffd0559b221038f21159910d87775cf6b235dc2a,159.223.36.157,443,dns.nayemador.com,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,159.223.36.157,443,dns.nayemador.com,1
835a7c8264f47dd438471c67510940b898c5aff6d84d5a563798d7670a2ab518,170.10.132.32,443,doh.mimecast.com,0
8076260e72dc67b7a56e2faf72368fb9c5ab03bbb29c145401b8b4d6b431046c,170.10.132.32,443,doh.mimecast.com,1
96663cb88d80b3da84c22622e65a00ea35efde78a8558c601ff256d856e1151c,170.10.132.32,443,doh.mimecast.com,2
8eaacb5f5bb6c301ae3654629d9923359bf66e0c5d7c4185cdb83aa7ed1c990c,170.10.132.32,443,doh.mimecast.com,3
495cf5410ed7da93f9c5882e4de5ca03442ffb94c20e0d0b6ea51a441aaa46b4,162.219.50.12,443,dns-proxy.cira.ca,0
8cc34e11c167045824ade61c4907a6440edb2c4398e99c112a859d661f8e2bc7,162.219.50.12,443,dns-proxy.cira.ca,1
c98cec133a05abde0a6b3835b59977b496c609312bb5207e24554c6b711672af,151.80.222.79,443,opennic.i2pd.xyz,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,151.80.222.79,443,opennic.i2pd.xyz,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,151.80.222.79,443,opennic.i2pd.xyz,2
495cf5410ed7da93f9c5882e4de5ca03442ffb94c20e0d0b6ea51a441aaa46b4,162.219.50.12,443,dns-proxy.test.cira.ca,0
8cc34e11c167045824ade61c4907a6440edb2c4398e99c112a859d661f8e2bc7,162.219.50.12,443,dns-proxy.test.cira.ca,1
f6ab9ae39c1ee37699a7eb4d629983afdef444e3991d078ac9df5f9de2536a74,176.125.239.13,443,freedns.controld.dev,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,176.125.239.13,443,freedns.controld.dev,1
5d0ef9995ad90997c29c6724525681049a6be3db81921b10f7040b3ba6705256,172.105.16.134,443,dns.unerror.network,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,172.105.16.134,443,dns.unerror.network,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,172.105.16.134,443,dns.unerror.network,2
c539cb25eeb88fa72d1452fc9a2a74c07e1bc18f2e4b80ae6796a089aed45ed8,170.10.136.54,443,doh.mimecast-psgov-us.com,0
8076260e72dc67b7a56e2faf72368fb9c5ab03bbb29c145401b8b4d6b431046c,170.10.136.54,443,doh.mimecast-psgov-us.com,1
96663cb88d80b3da84c22622e65a00ea35efde78a8558c601ff256d856e1151c,170.10.136.54,443,doh.mimecast-psgov-us.com,2
8eaacb5f5bb6c301ae3654629d9923359bf66e0c5d7c4185cdb83aa7ed1c990c,170.10.136.54,443,doh.mimecast-psgov-us.com,3
12379f20ed184898aa7d45cf2b05c47e5a30b6df59b7771a9c98249f4e55598d,172.67.134.157,443,doh.crypto.sx,0
3abbe63daf756c5016b6b85f52015fd8e8acbe277c5087b127a60563a841ed8a,172.67.134.157,443,doh.crypto.sx,1
095d142d78bd231ea72c1c32e1f27865e3a24ed543aa2ddeb0e237529dd485b5,172.67.173.59,443,jp.tiarap.org,0
3abbe63daf756c5016b6b85f52015fd8e8acbe277c5087b127a60563a841ed8a,172.67.173.59,443,jp.tiarap.org,1
c2afc06712a63a8d4c1a5844e639fe11bcc369de77c9382fca254a5a6ff9ef8f,163.172.156.27,443,dns.liberador.net,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,163.172.156.27,443,dns.liberador.net,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,163.172.156.27,443,dns.liberador.net,2
605d6f86232a8e24b7d51a9b75cb242b5524e8043cc5cf11437f7d5e5dbed14d,162.220.223.23,443,dns.nextdns.io,0
5dd661d3cb33b5005cbed045a223ddc4445aaa41d1acb5df700884cad9ba4195,162.220.223.23,443,dns.nextdns.io,1
a6cf64dbb4c8d5fd19ce48896068db03b533a8d1336c6256a87d00cbb3def3ea,162.220.223.23,443,dns.nextdns.io,2
56cc871dc9e841e31180bd106e983969ee50445872ccf798adb1c4ac796c2283,139.180.166.234,443,cubedns.com,0
7fa4ff68ec04a99d7528d5085f94907f4d1dd1c5381bacdc832ed5c960214676,139.180.166.234,443,cubedns.com,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,139.180.166.234,443,cubedns.com,2
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.16.247,443,usscz2-doh-002.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.16.247,443,usscz2-doh-002.aaplimg.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.16.119,443,usscz2-doh-001.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.16.119,443,usscz2-doh-001.aaplimg.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.126.219,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.126.219,443,doh.dns.apple.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.16.247,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.16.247,443,doh.dns.apple.com,1
e7f1cab07132aece922068db04f0b505834e260d1cbda9c422f1c26380269e93,172.67.154.200,443,basic.rethinkdns.com,0
3abbe63daf756c5016b6b85f52015fd8e8acbe277c5087b127a60563a841ed8a,172.67.154.200,443,basic.rethinkdns.com,1
44c78ff199b06ee5383a7f286ca11bb52edb6442c58f9d2cdf9c53820e8132bc,174.81.41.112,443,dns.google,0
23ecb03eec17338c4e33a6b48a41dc3cda12281bbc3ff813c0589d6cc2387522,174.81.41.112,443,dns.google,1
3ee0278df71fa3c125c4cd487f01d774694e6fc57e0cd94c24efd769133918e5,174.81.41.112,443,dns.google,2
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.16.119,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.16.119,443,doh.dns.apple.com,1
7d578478486e8b5f4d73f1b9d6c526660bf55f3c1387f8dcc938c76235351445,165.227.24.12,443,dns.dnsadblock.com,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,165.227.24.12,443,dns.dnsadblock.com,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,165.227.24.12,443,dns.dnsadblock.com,2
f6ab9ae39c1ee37699a7eb4d629983afdef444e3991d078ac9df5f9de2536a74,176.125.239.15,443,dns.controld.dev,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,176.125.239.15,443,dns.controld.dev,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.126.223,443,usdal4-doh-004.b.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.126.223,443,usdal4-doh-004.b.aaplimg.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.12.119,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.12.119,443,doh.dns.apple.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.22.119,443,usden5-doh-001.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.22.119,443,usden5-doh-001.aaplimg.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.12.215,443,usmia1-doh-006.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.12.215,443,usmia1-doh-006.aaplimg.com,1
44c78ff199b06ee5383a7f286ca11bb52edb6442c58f9d2cdf9c53820e8132bc,172.65.30.226,443,dns.google,0
23ecb03eec17338c4e33a6b48a41dc3cda12281bbc3ff813c0589d6cc2387522,172.65.30.226,443,dns.google,1
3ee0278df71fa3c125c4cd487f01d774694e6fc57e0cd94c24efd769133918e5,172.65.30.226,443,dns.google,2
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.12.213,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.12.213,443,doh.dns.apple.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.126.93,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.126.93,443,doh.dns.apple.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.126.223,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.126.223,443,doh.dns.apple.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.126.93,443,usdal4-doh-003.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.126.93,443,usdal4-doh-003.aaplimg.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.22.213,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.22.213,443,doh.dns.apple.com,1
3106e147381baf4fd27f04646e5a7d6bdda20c28208267040b8ed37496c35cf8,172.104.206.174,443,dns.therifleman.name,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,172.104.206.174,443,dns.therifleman.name,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,172.104.206.174,443,dns.therifleman.name,2
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.126.97,443,usdal4-doh-005.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.126.97,443,usdal4-doh-005.aaplimg.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.126.97,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.126.97,443,doh.dns.apple.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.126.89,443,usdal4-doh-001.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.126.89,443,usdal4-doh-001.aaplimg.com,1
605d6f86232a8e24b7d51a9b75cb242b5524e8043cc5cf11437f7d5e5dbed14d,166.70.53.115,443,dns.nextdns.io,0
5dd661d3cb33b5005cbed045a223ddc4445aaa41d1acb5df700884cad9ba4195,166.70.53.115,443,dns.nextdns.io,1
a6cf64dbb4c8d5fd19ce48896068db03b533a8d1336c6256a87d00cbb3def3ea,166.70.53.115,443,dns.nextdns.io,2
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.126.93,443,usdal4-doh-003.a.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.126.93,443,usdal4-doh-003.a.aaplimg.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.126.97,443,usdal4-doh-005.a.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.126.97,443,usdal4-doh-005.a.aaplimg.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.22.119,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.22.119,443,doh.dns.apple.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.12.247,443,usmia1-doh-002.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.12.247,443,usmia1-doh-002.aaplimg.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.22.247,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.22.247,443,doh.dns.apple.com,1
ee19e68077d5463a41d9af08896ace3a042d4a8ff0da1e5f916d2525ac7bf818,172.67.195.148,443,basic.bravedns.com,0
3abbe63daf756c5016b6b85f52015fd8e8acbe277c5087b127a60563a841ed8a,172.67.195.148,443,basic.bravedns.com,1
f6ab9ae39c1ee37699a7eb4d629983afdef444e3991d078ac9df5f9de2536a74,176.125.239.15,443,freedns.controld.dev,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,176.125.239.15,443,freedns.controld.dev,1
7d578478486e8b5f4d73f1b9d6c526660bf55f3c1387f8dcc938c76235351445,159.89.163.112,443,dns.dnsadblock.com,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,159.89.163.112,443,dns.dnsadblock.com,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,159.89.163.112,443,dns.dnsadblock.com,2
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.22.247,443,usden5-doh-002.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.22.247,443,usden5-doh-002.aaplimg.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.124.247,443,usbos3-doh-002.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.124.247,443,usbos3-doh-002.aaplimg.com,1
ffd05b59dfd2bf073ba047565e4a06d38ad5b933810c2263daef4f95cfbbfe4e,161.22.45.67,443,dns-family.esegece.com,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,161.22.45.67,443,dns-family.esegece.com,1
f6ab9ae39c1ee37699a7eb4d629983afdef444e3991d078ac9df5f9de2536a74,176.125.239.102,443,freedns.controld.dev,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,176.125.239.102,443,freedns.controld.dev,1
10d64565387192642232aa7b43eceffc4a5a561aa3e06af14b1ccb2331742e37,170.10.146.54,443,doh.mimecast.com,0
8076260e72dc67b7a56e2faf72368fb9c5ab03bbb29c145401b8b4d6b431046c,170.10.146.54,443,doh.mimecast.com,1
96663cb88d80b3da84c22622e65a00ea35efde78a8558c601ff256d856e1151c,170.10.146.54,443,doh.mimecast.com,2
8eaacb5f5bb6c301ae3654629d9923359bf66e0c5d7c4185cdb83aa7ed1c990c,170.10.146.54,443,doh.mimecast.com,3
dc40893bc33dc80a344760b2ce52bf54136ea53b594151f282830a4799f4f14d,172.67.207.222,443,adblock.mydns.network,0
3abbe63daf756c5016b6b85f52015fd8e8acbe277c5087b127a60563a841ed8a,172.67.207.222,443,adblock.mydns.network,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.22.85,443,usden5-doh-003.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.22.85,443,usden5-doh-003.aaplimg.com,1
f6ab9ae39c1ee37699a7eb4d629983afdef444e3991d078ac9df5f9de2536a74,176.125.239.14,443,freedns.controld.dev,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,176.125.239.14,443,freedns.controld.dev,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.124.247,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.124.247,443,doh.dns.apple.com,1
dc40893bc33dc80a344760b2ce52bf54136ea53b594151f282830a4799f4f14d,172.67.207.222,443,freedom.mydns.network,0
3abbe63daf756c5016b6b85f52015fd8e8acbe277c5087b127a60563a841ed8a,172.67.207.222,443,freedom.mydns.network,1
56cc871dc9e841e31180bd106e983969ee50445872ccf798adb1c4ac796c2283,167.179.64.116,443,cubedns.com,0
7fa4ff68ec04a99d7528d5085f94907f4d1dd1c5381bacdc832ed5c960214676,167.179.64.116,443,cubedns.com,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,167.179.64.116,443,cubedns.com,2
44fc166e44a481c56a8aca24f27536bd43ccfd66a48d62c883fbd666b074094f,170.10.140.54,443,doh-datmincom-us.mimecast-pscom-us.com,0
8076260e72dc67b7a56e2faf72368fb9c5ab03bbb29c145401b8b4d6b431046c,170.10.140.54,443,doh-datmincom-us.mimecast-pscom-us.com,1
96663cb88d80b3da84c22622e65a00ea35efde78a8558c601ff256d856e1151c,170.10.140.54,443,doh-datmincom-us.mimecast-pscom-us.com,2
8eaacb5f5bb6c301ae3654629d9923359bf66e0c5d7c4185cdb83aa7ed1c990c,170.10.140.54,443,doh-datmincom-us.mimecast-pscom-us.com,3
4f5a94ab855621fe1ef154fa56756463b9843a33ad515b66cd092b1e3910743d,16.170.150.221,443,dnstest.brahma.world,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,16.170.150.221,443,dnstest.brahma.world,1
f6ab9ae39c1ee37699a7eb4d629983afdef444e3991d078ac9df5f9de2536a74,176.125.239.103,443,freedns.controld.dev,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,176.125.239.103,443,freedns.controld.dev,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.26.247,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.26.247,443,doh.dns.apple.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.30.87,443,ussea4-doh-005.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.30.87,443,ussea4-doh-005.aaplimg.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.14.119,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.14.119,443,doh.dns.apple.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.20.247,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.20.247,443,doh.dns.apple.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.14.119,443,usnyc3-doh-001.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.14.119,443,usnyc3-doh-001.aaplimg.com,1
f6ab9ae39c1ee37699a7eb4d629983afdef444e3991d078ac9df5f9de2536a74,176.125.239.105,443,freedns.controld.dev,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,176.125.239.105,443,freedns.controld.dev,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.126.89,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.126.89,443,doh.dns.apple.com,1
ee19e68077d5463a41d9af08896ace3a042d4a8ff0da1e5f916d2525ac7bf818,172.67.195.148,443,free.bravedns.com,0
3abbe63daf756c5016b6b85f52015fd8e8acbe277c5087b127a60563a841ed8a,172.67.195.148,443,free.bravedns.com,1
cd9eaeaf9ddfdbab89610f29b18f98b320b48aae19818386e980dad3e4d3699b,165.227.229.14,443,homerouter-dns.do.gurupannu.com,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,165.227.229.14,443,homerouter-dns.do.gurupannu.com,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,165.227.229.14,443,homerouter-dns.do.gurupannu.com,2
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.14.247,443,usnyc3-doh-002.aaplimg.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.14.247,443,usnyc3-doh-002.aaplimg.com,1
6a624e83fbb41037d6d5494430619e91d81705fd3387372c91b15618f44ea488,17.253.24.119,443,doh.dns.apple.com,0
70db9ded944dd35d474ea15ff2aa4e25f393a893ecda54359d305bc319649817,17.253.24.119,443,doh.dns.apple.com,1
f08e5ff035a40a41daed9d08b1f013fba5d9bd66be0a3709eb28c0e09ab6f294,130.61.191.203,443,dns.needrp.net,0
