host,port,server_name,http_method,http_path,http_code,http_headers,error_data
158.101.220.31,443,doh.pitaya.io,HEAD,/,404,,
17.253.22.85,443,doh.dns.apple.com,HEAD,/,404,,
146.59.226.118,443,dns.soleil.ovh,HEAD,/,302,,
163.172.180.231,443,fr-dns2.bancuh.com,HEAD,/,400,,
170.39.224.134,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
149.154.153.153,443,adfree.usableprivacy.net,HEAD,/,400,,
147.78.3.243,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
17.253.66.119,443,doh.dns.apple.com,HEAD,/,404,,
17.253.126.89,443,usdal4-doh-001.a.aaplimg.com,HEAD,/,404,,
17.253.126.227,443,usdal4-doh-006.aaplimg.com,HEAD,/,404,,
15.200.31.48,443,dns.dib.govshield.akamaidefense.com,HEAD,/,501,,
136.243.172.83,443,internal.dns.root.me,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains,
17.253.126.227,443,doh.dns.apple.com,HEAD,/,404,,
17.253.66.215,443,ausyd2-doh-006.aaplimg.com,HEAD,/,404,,
15.200.62.42,443,dns.preprod.dib.govshield.akamaidefense.com,HEAD,/,501,,
140.82.45.97,443,cubedns.com,HEAD,/,200,,
162.220.52.60,443,dns.k9.ms,HEAD,/,404,,
155.248.204.91,443,ocidns2.duckdns.org,HEAD,/,302,,
152.70.185.110,443,dns.osmenoga.com,HEAD,/,302,,
168.235.81.167,443,dns-nyc.aaflalo.me,HEAD,/,302,,
17.253.4.247,443,doh.dns.apple.com,HEAD,/,404,,
170.187.149.238,443,doh.micronets.in,HEAD,/,200,,
17.253.24.247,443,uschi5-doh-002.aaplimg.com,HEAD,/,404,,
15.200.148.171,443,dns.dib.govshield.akamaidefense.com,HEAD,/,501,,
165.227.229.14,443,dns.do.gurupannu.com,HEAD,/,302,,
17.253.12.119,443,usmia1-doh-001.aaplimg.com,HEAD,/,404,,
17.253.12.213,443,usmia1-doh-004.aaplimg.com,HEAD,/,404,,
146.59.32.198,443,dns-pl.encrypted-data.xyz,HEAD,/,200,,
17.253.4.85,443,doh.dns.apple.com,HEAD,/,404,,
17.253.24.213,443,doh.dns.apple.com,HEAD,/,404,,
168.119.160.80,443,dns.beslan.pro,HEAD,/,404,,
17.253.4.213,443,doh.dns.apple.com,HEAD,/,404,,
167.71.141.223,443,dns.dnsadblock.com,HEAD,/,405,,
17.253.4.119,443,doh.dns.apple.com,HEAD,/,404,,
143.110.246.232,443,dns1.s20s.net,HEAD,/,200,,
152.89.104.158,443,dns.karl.one,HEAD,/,302,,
17.253.20.247,443,usqas2-doh-002.aaplimg.com,HEAD,/,404,,
154.49.211.118,443,dns.chenu.ch,HEAD,/,302,,
162.250.2.3,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
15.205.244.238,443,dns.dib.govshield.akamaidefense.com,HEAD,/,501,,
171.97.235.158,443,dns.google.com,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
151.80.214.252,443,dns.6level.net,HEAD,/,404,,
171.97.235.52,443,dns.google,HEAD,/,200,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
176.103.130.149,443,dns.adguard.com,HEAD,/,302,,
168.61.38.99,443,dns.barac.io,HEAD,/,200,Strict-Transport-Security: max-age=31536000; includeSubDomains,
176.103.130.131,443,176-103-130-131.dns.adguard.com,HEAD,/,302,,
151.80.214.252,443,doh.6level.net,HEAD,/,404,,
167.99.222.79,443,dns.miked.nl,HEAD,/,302,,
170.10.144.54,443,doh.mimecast.com,HEAD,/,404,,
17.253.24.85,443,uschi5-doh-003.aaplimg.com,HEAD,/,404,,
170.10.128.32,443,doh.mimecast.com,HEAD,/,404,,
17.253.36.119,443,uklon6-doh-001.aaplimg.com,HEAD,/,404,,
162.159.36.1,443,cloudflare-dns.com,HEAD,/,200,"Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
Expect-CT: max-age=604800, report-uri=""https://report-uri.cloudflare.com/cdn-cgi/beacon/expect-ct""",
173.243.64.102,443,clientdns3.softcom.net,HEAD,/,404,Strict-Transport-Security: max-age=31536000;,
159.69.29.199,443,doh.kgzf.de,HEAD,/,404,,
145.239.245.31,443,ns1.dnscrypt.co,HEAD,/,200,,
155.138.130.135,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.103.130.150,443,dns.adguard.com,HEAD,/,302,,
17.253.36.85,443,doh.dns.apple.com,HEAD,/,404,,
150.230.79.211,443,adguardcasa.duckdns.org,HEAD,/,302,,
165.22.61.129,443,doh-sg.dns.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
165.22.61.129,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
135.181.40.74,443,dns.direct-telecom.net,HEAD,/,200,,
176.103.130.134,443,dns-family.adguard.com,HEAD,/,302,,
155.138.198.17,443,dns.johnnyguo.me,HEAD,/,302,,
17.253.52.247,443,nlams2-doh-002.aaplimg.com,HEAD,/,404,,
165.232.162.84,443,dnssilo.top,HEAD,/,302,,
144.202.79.26,443,cubedns.com,HEAD,/,200,,
124.196.5.16,443,httpdns.padns.com,HEAD,/,404,,
158.51.112.76,443,ca-vic-cu-dns03.ipaddr.is,HEAD,/,404,,
139.64.245.118,443,dns.pccw.ga,HEAD,/,302,,
185.222.222.222,443,public-dns-a.dns.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
155.254.28.99,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
165.232.166.217,443,doh.localdomain.com,HEAD,/,404,,
17.253.34.247,443,uklon5-doh-002.aaplimg.com,HEAD,/,404,,
170.10.150.54,443,doh-hil-usb.mimecast.com,HEAD,/,404,,
167.71.38.125,443,dns03.almir1904.eu,HEAD,/,302,,
167.179.109.118,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
17.253.34.119,443,doh.dns.apple.com,HEAD,/,404,,
170.10.146.54,443,doh-mtl-ca.mimecast.com,HEAD,/,404,,
17.253.6.247,443,doh.dns.apple.com,HEAD,/,404,,
17.253.36.247,443,doh.dns.apple.com,HEAD,/,404,,
157.245.252.140,443,dns.gamban.com,HEAD,/,404,,
144.202.35.163,443,cubedns.com,HEAD,/,200,,
170.39.225.135,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
170.176.144.150,443,doh.intouchstaging.com,HEAD,/,200,"Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
Expect-CT: max-age=604800, report-uri=""https://report-uri.cloudflare.com/cdn-cgi/beacon/expect-ct""",
167.172.40.40,443,doh2.oniprojekt.ninja,HEAD,/,404,,
170.10.136.54,443,doh-datplagov-us.mimecast-psgov-us.com,HEAD,/,404,,
176.103.130.131,443,dns.adguard.com,HEAD,/,302,,
152.67.201.122,443,dns.shouyeren.cf,HEAD,/,302,,
157.230.99.122,443,dns.svtslv.xyz,HEAD,/,307,Strict-Transport-Security: “max-age=15768000”,
176.103.130.132,443,dns-family.adguard.com,HEAD,/,302,,
17.253.54.247,443,defra1-doh-002.aaplimg.com,HEAD,/,404,,
170.10.138.54,443,doh.mimecast-pscom-us.com,HEAD,/,404,,
168.138.209.89,443,dns.nhtsky.com,HEAD,/,302,,
174.81.41.112,443,dns.google.com,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
174.88.197.228,443,nathor.ddns.net,HEAD,/,302,,
162.220.221.25,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.103.130.130,443,dns.adguard.com,HEAD,/,302,,
159.100.248.193,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
17.253.54.119,443,defra1-doh-001.aaplimg.com,HEAD,/,404,,
17.253.52.119,443,nlams2-doh-001.aaplimg.com,HEAD,/,404,,
17.253.56.247,443,doh.dns.apple.com,HEAD,/,404,,
17.253.82.247,443,sgsin3-doh-002.aaplimg.com,HEAD,/,404,,
176.103.130.131,443,dns-unfiltered.adguard.com,HEAD,/,302,,
159.223.173.230,443,dns.jazzypajamas.com,HEAD,/,302,,
176.125.239.0,443,freedns.controld.dev,HEAD,/,404,,
152.67.165.26,443,jit.ddns.net,HEAD,/,405,,
17.253.82.119,443,sgsin3-doh-001.aaplimg.com,HEAD,/,404,,
17.253.38.115,443,doh.dns.apple.com,HEAD,/,404,,
16.170.150.221,443,dns.brahma.world,HEAD,/,302,,
159.117.87.49,443,dns.edhomewebserver.net,HEAD,/,302,,
17.253.82.213,443,sgsin3-doh-004.aaplimg.com,HEAD,/,404,,
170.10.156.54,443,doh-datmingov-us.mimecast-psgov-us.com,HEAD,/,404,,
168.138.243.216,443,ibuki.cgnat.net,HEAD,/,200,,
17.253.56.85,443,doh.dns.apple.com,HEAD,/,404,,
17.253.56.213,443,defra3-doh-004.aaplimg.com,HEAD,/,404,,
159.138.6.11,443,ecs-159-138-6-11.compute.hwclouds-dns.com,HEAD,/,404,,
17.253.38.115,443,sesto4-doh-001.aaplimg.com,HEAD,/,404,,
152.70.70.91,443,dns.hakim.one,HEAD,/,302,Strict-Transport-Security: max-age=63072000,
176.125.239.12,443,freedns.controld.dev,HEAD,/,404,,
17.253.38.215,443,doh.dns.apple.com,HEAD,/,404,,
139.180.158.91,443,cubedns.com,HEAD,/,200,,
159.223.36.157,443,dns.nayemador.com,HEAD,/,302,,
170.10.132.32,443,doh.mimecast.com,HEAD,/,404,,
162.219.50.12,443,dns-proxy.cira.ca,HEAD,/,501,,
151.80.222.79,443,opennic.i2pd.xyz,HEAD,/,200,,
162.219.50.12,443,dns-proxy.test.cira.ca,HEAD,/,501,,
176.125.239.13,443,freedns.controld.dev,HEAD,/,404,,
172.105.16.134,443,dns.unerror.network,HEAD,/,302,,
170.10.136.54,443,doh.mimecast-psgov-us.com,HEAD,/,404,,
172.67.134.157,443,doh.crypto.sx,HEAD,/,404,"Expect-CT: max-age=604800, report-uri=""https://report-uri.cloudflare.com/cdn-cgi/beacon/expect-ct""",
172.67.173.59,443,jp.tiarap.org,HEAD,/,200,"Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
Expect-CT: max-age=604800, report-uri=""https://report-uri.cloudflare.com/cdn-cgi/beacon/expect-ct""",
163.172.156.27,443,dns.liberador.net,HEAD,/,400,,
162.220.223.23,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
139.180.166.234,443,cubedns.com,HEAD,/,200,,
17.253.16.247,443,usscz2-doh-002.aaplimg.com,HEAD,/,404,,
17.253.16.119,443,usscz2-doh-001.aaplimg.com,HEAD,/,404,,
17.253.126.219,443,doh.dns.apple.com,HEAD,/,404,,
17.253.16.247,443,doh.dns.apple.com,HEAD,/,404,,
172.67.154.200,443,basic.rethinkdns.com,HEAD,/,405,"Strict-Transport-Security: max-age=31536000; includeSubDomains
Expect-CT: max-age=604800, report-uri=""https://report-uri.cloudflare.com/cdn-cgi/beacon/expect-ct""",
174.81.41.112,443,dns.google,HEAD,/,200,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
17.253.16.119,443,doh.dns.apple.com,HEAD,/,404,,
165.227.24.12,443,dns.dnsadblock.com,HEAD,/,405,,
176.125.239.15,443,dns.controld.dev,HEAD,/,404,,
17.253.126.223,443,usdal4-doh-004.b.aaplimg.com,HEAD,/,404,,
17.253.12.119,443,doh.dns.apple.com,HEAD,/,404,,
17.253.22.119,443,usden5-doh-001.aaplimg.com,HEAD,/,404,,
17.253.12.215,443,usmia1-doh-006.aaplimg.com,HEAD,/,404,,
172.65.30.226,443,dns.google,HEAD,/,200,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
17.253.12.213,443,doh.dns.apple.com,HEAD,/,404,,
17.253.126.93,443,doh.dns.apple.com,HEAD,/,404,,
17.253.126.223,443,doh.dns.apple.com,HEAD,/,404,,
17.253.126.93,443,usdal4-doh-003.aaplimg.com,HEAD,/,404,,
17.253.22.213,443,doh.dns.apple.com,HEAD,/,404,,
172.104.206.174,443,dns.therifleman.name,HEAD,/,302,Strict-Transport-Security: max-age=15768000; includeSubDomains; preload;,
17.253.126.97,443,usdal4-doh-005.aaplimg.com,HEAD,/,404,,
17.253.126.97,443,doh.dns.apple.com,HEAD,/,404,,
17.253.126.89,443,usdal4-doh-001.aaplimg.com,HEAD,/,404,,
166.70.53.115,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
17.253.126.93,443,usdal4-doh-003.a.aaplimg.com,HEAD,/,404,,
17.253.126.97,443,usdal4-doh-005.a.aaplimg.com,HEAD,/,404,,
17.253.22.119,443,doh.dns.apple.com,HEAD,/,404,,
17.253.12.247,443,usmia1-doh-002.aaplimg.com,HEAD,/,404,,
17.253.22.247,443,doh.dns.apple.com,HEAD,/,404,,
172.67.195.148,443,basic.bravedns.com,HEAD,/,405,"Strict-Transport-Security: max-age=0; includeSubDomains
Expect-CT: max-age=604800, report-uri=""https://report-uri.cloudflare.com/cdn-cgi/beacon/expect-ct""",
176.125.239.15,443,freedns.controld.dev,HEAD,/,404,,
159.89.163.112,443,dns.dnsadblock.com,HEAD,/,405,,
17.253.22.247,443,usden5-doh-002.aaplimg.com,HEAD,/,404,,
17.253.124.247,443,usbos3-doh-002.aaplimg.com,HEAD,/,404,,
161.22.45.67,443,dns-family.esegece.com,HEAD,/,302,,
176.125.239.102,443,freedns.controld.dev,HEAD,/,404,,
170.10.146.54,443,doh.mimecast.com,HEAD,/,404,,
172.67.207.222,443,adblock.mydns.network,HEAD,/,530,,
17.253.22.85,443,usden5-doh-003.aaplimg.com,HEAD,/,404,,
176.125.239.14,443,freedns.controld.dev,HEAD,/,404,,
17.253.124.247,443,doh.dns.apple.com,HEAD,/,404,,
172.67.207.222,443,freedom.mydns.network,HEAD,/,530,,
167.179.64.116,443,cubedns.com,HEAD,/,200,,
170.10.140.54,443,doh-datmincom-us.mimecast-pscom-us.com,HEAD,/,404,,
16.170.150.221,443,dnstest.brahma.world,HEAD,/,302,,
176.125.239.103,443,freedns.controld.dev,HEAD,/,404,,
17.253.26.247,443,doh.dns.apple.com,HEAD,/,404,,
17.253.30.87,443,ussea4-doh-005.aaplimg.com,HEAD,/,404,,
17.253.14.119,443,doh.dns.apple.com,HEAD,/,404,,
17.253.20.247,443,doh.dns.apple.com,HEAD,/,404,,
17.253.14.119,443,usnyc3-doh-001.aaplimg.com,HEAD,/,404,,
176.125.239.105,443,freedns.controld.dev,HEAD,/,404,,
17.253.126.89,443,doh.dns.apple.com,HEAD,/,404,,
172.67.195.148,443,free.bravedns.com,HEAD,/,200,"Strict-Transport-Security: max-age=0; includeSubDomains
Expect-CT: max-age=604800, report-uri=""https://report-uri.cloudflare.com/cdn-cgi/beacon/expect-ct""",
165.227.229.14,443,homerouter-dns.do.gurupannu.com,HEAD,/,302,,
17.253.14.247,443,usnyc3-doh-002.aaplimg.com,HEAD,/,404,,
17.253.24.119,443,doh.dns.apple.com,HEAD,/,404,,
130.61.191.203,443,dns.needrp.net,HEAD,/,302,,
171.97.235.158,443,dns.google,HEAD,/,200,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
17.253.14.213,443,doh.dns.apple.com,HEAD,/,404,,
17.253.14.213,443,usnyc3-doh-004.aaplimg.com,HEAD,/,404,,
17.253.14.247,443,doh.dns.apple.com,HEAD,/,404,,
17.253.14.215,443,usnyc3-doh-006.aaplimg.com,HEAD,/,404,,
17.253.24.119,443,uschi5-doh-001.aaplimg.com,HEAD,/,404,,
170.10.140.54,443,doh.mimecast-pscom-us.com,HEAD,/,404,,
176.125.239.3,443,freedns.controld.dev,HEAD,/,404,,
17.253.20.119,443,doh.dns.apple.com,HEAD,/,404,,
17.253.14.215,443,doh.dns.apple.com,HEAD,/,404,,
170.10.138.54,443,doh-datplacom-us.mimecast-pscom-us.com,HEAD,/,404,,
17.253.20.119,443,usqas2-doh-001.aaplimg.com,HEAD,/,404,,
173.255.211.77,443,dns1.chance.link,HEAD,/,302,,
185.15.58.11,443,wikimedia-dns.org,HEAD,/,200,Strict-Transport-Security: max-age=106384710; includeSubDomains; preload,
163.172.224.57,443,dns.metainnovative.net,HEAD,/,200,"Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
Expect-CT: max-age=86400",
170.10.156.54,443,doh.mimecast-psgov-us.com,HEAD,/,404,,
185.222.222.222,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
162.19.129.20,443,dns.b33.network,HEAD,/,302,,
176.125.239.4,443,dns.controld.dev,HEAD,/,404,,
176.58.90.11,443,dns2-cdg.securd.com,HEAD,/,404,,
176.58.90.96,443,dns.securd.com,HEAD,/,404,,
162.19.129.21,443,dns.b33.space,HEAD,/,302,,
157.97.132.113,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.5,443,dns.controld.dev,HEAD,/,404,,
167.172.160.158,443,dns-https.sytes.net,HEAD,/,400,,
176.103.130.136,443,176-103-130-136.dns.adguard.com,HEAD,/,302,,
17.253.4.119,443,ussjc2-dns-003.aaplimg.com,HEAD,/,404,,
17.253.6.213,443,usatl4-doh-004.aaplimg.com,HEAD,/,404,,
170.39.227.247,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
17.253.6.85,443,usatl4-doh-003.aaplimg.com,HEAD,/,404,,
169.1.243.154,443,dns64.dns.google,HEAD,/,302,,
17.253.4.119,443,ussjc2-doh-001.aaplimg.com,HEAD,/,404,,
17.253.6.247,443,usatl4-doh-002.aaplimg.com,HEAD,/,404,,
178.128.143.13,443,doh.oniprojekt.ninja,HEAD,/,404,,
17.253.6.213,443,doh.dns.apple.com,HEAD,/,404,,
178.62.25.115,443,uk-test-wedns00.wevpn.com,HEAD,/,400,,
185.253.5.100,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.0,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
165.227.233.200,443,doh.dnscrypt.uk,HEAD,/,404,,
185.228.168.10,443,doh.cleanbrowsing.org,HEAD,/,301,,
185.253.5.109,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.111,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
157.230.214.176,443,resdnstest.apelainc.com,HEAD,/,200,,
185.253.5.141,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.112,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
17.253.96.119,443,doh.dns.apple.com,HEAD,/,404,,
185.228.168.168,443,doh.cleanbrowsing.org,HEAD,/,301,,
17.253.56.247,443,defra3-doh-002.aaplimg.com,HEAD,/,404,,
155.254.28.98,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
17.253.56.85,443,defra3-doh-003.aaplimg.com,HEAD,/,404,,
185.253.5.130,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
164.160.130.158,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.130,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
167.71.190.157,443,doh.syshero.org,HEAD,/,403,,
168.95.1.1,443,dns.hinet.net,HEAD,/,-1,,unexpected EOF
185.209.84.31,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
152.89.104.68,443,dnspixel.ob-it.de,HEAD,/,302,,
185.235.81.6,443,doh.dnslify.com,HEAD,/,404,,
185.235.81.2,443,doh.dnslify.com,HEAD,/,404,,
170.10.128.32,443,doh-nav-us.mimecast.com,HEAD,/,404,,
185.253.5.131,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.132,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.132,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.235.81.1,443,doh.dnslify.com,HEAD,/,404,,
185.235.81.4,443,doh.dnslify.com,HEAD,/,404,,
185.233.106.232,443,dns.dnshome.de,HEAD,/,302,,
176.125.239.169,443,dns.controld.dev,HEAD,/,404,,
159.69.115.170,443,dohd.guxx.net,HEAD,/,501,,
17.253.4.227,443,ussjc2-doh-006.aaplimg.com,HEAD,/,404,,
185.253.5.192,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.130,443,dns.controld.dev,HEAD,/,404,,
176.125.239.127,443,freedns.controld.dev,HEAD,/,404,,
17.253.4.247,443,ussjc2-doh-002.aaplimg.com,HEAD,/,404,,
185.233.107.4,443,ns2.dnshome.de,HEAD,/,302,,
176.125.239.115,443,freedns.controld.dev,HEAD,/,404,,
17.253.4.213,443,ussjc2-doh-004.aaplimg.com,HEAD,/,404,,
17.253.4.247,443,ussjc2-dns-004.aaplimg.com,HEAD,/,404,,
176.125.239.101,443,dns.controld.dev,HEAD,/,404,,
185.253.5.134,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.119,443,dns.controld.dev,HEAD,/,404,,
178.255.153.47,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
17.253.4.85,443,ussjc2-doh-003.aaplimg.com,HEAD,/,404,,
176.125.239.146,443,dns.controld.dev,HEAD,/,404,,
185.253.5.142,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.136,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.135,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
169.1.243.154,443,dns.google.com,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
176.125.239.149,443,freedns.controld.dev,HEAD,/,404,,
170.10.132.32,443,doh-sav-us.mimecast.com,HEAD,/,404,,
176.125.239.144,443,dns.controld.dev,HEAD,/,404,,
176.125.239.117,443,freedns.controld.dev,HEAD,/,404,,
173.232.2.74,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
17.253.38.243,443,doh.dns.apple.com,HEAD,/,404,,
176.125.239.203,443,dns.controld.dev,HEAD,/,404,,
185.253.5.142,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.31.83.186,443,dns.req1.fr,HEAD,/,302,,
17.253.38.213,443,sesto4-doh-004.aaplimg.com,HEAD,/,404,,
168.138.144.41,443,dns.oceanprint.com.br,HEAD,/,302,,
176.74.25.240,443,dnscache1.ds.network,HEAD,/,400,,
176.125.239.1,443,freedns.controld.dev,HEAD,/,404,,
17.253.38.213,443,doh.dns.apple.com,HEAD,/,404,,
176.74.25.240,443,dnsdist1.lon01.ds.network,HEAD,/,400,,
172.64.80.1,443,doh.tiarap.org,HEAD,/,200,"Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
Expect-CT: max-age=604800, report-uri=""https://report-uri.cloudflare.com/cdn-cgi/beacon/expect-ct""",
17.253.38.243,443,sesto4-doh-002.aaplimg.com,HEAD,/,404,,
17.253.84.247,443,doh.dns.apple.com,HEAD,/,404,,
178.32.117.117,443,dns.dev.liberador.net,HEAD,/,400,,
17.253.84.247,443,hkhkg1-doh-002.aaplimg.com,HEAD,/,404,,
176.125.239.1,443,dns.controld.dev,HEAD,/,404,,
176.125.239.140,443,dns.controld.dev,HEAD,/,404,,
172.65.30.226,443,dns64.dns.google,HEAD,/,302,,
172.65.30.226,443,dns.google.com,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
176.125.239.129,443,dns.controld.dev,HEAD,/,404,,
160.119.253.209,443,sa01.dns4me.net,HEAD,/,400,,
17.253.26.85,443,uslax1-doh-003.aaplimg.com,HEAD,/,404,,
17.253.26.247,443,uslax1-doh-002.aaplimg.com,HEAD,/,404,,
185.200.34.171,443,site-3.duckdns.org,HEAD,/,302,,
172.83.201.41,443,dohdns1.cloudmain.host,HEAD,/,200,,
157.245.36.211,443,dns1.ryan-palmer.com,HEAD,/,404,,
174.138.29.175,443,dot.tiar.app,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
173.199.126.35,443,hydra.plan9-ns1.com,HEAD,/,404,,
17.253.24.213,443,uschi5-doh-004.aaplimg.com,HEAD,/,404,,
167.99.37.126,443,dns.arimeka.me,HEAD,/,302,,
17.253.66.213,443,doh.dns.apple.com,HEAD,/,404,,
176.103.130.130,443,176-103-130-130.dns.adguard.com,HEAD,/,302,,
162.250.7.137,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.123,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
17.253.66.213,443,ausyd2-doh-004.aaplimg.com,HEAD,/,404,,
157.119.101.188,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.213.26.187,443,doh.ny.ahadns.net,HEAD,/,301,Strict-Transport-Security: max-age=63072000,
17.253.66.215,443,doh.dns.apple.com,HEAD,/,404,,
17.253.66.247,443,doh.dns.apple.com,HEAD,/,404,,
17.253.66.247,443,ausyd2-doh-002.aaplimg.com,HEAD,/,404,,
17.253.12.247,443,doh.dns.apple.com,HEAD,/,404,,
185.228.148.83,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
17.253.52.119,443,doh.dns.apple.com,HEAD,/,404,,
152.70.52.102,443,dns.dsay.in,HEAD,/,302,,
168.235.81.167,443,dns-gcp.aaflalo.me,HEAD,/,302,,
176.125.239.144,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.12,443,dns.controld.dev,HEAD,/,404,,
176.125.239.147,443,freedns.controld.dev,HEAD,/,404,,
16.162.124.34,443,alidns.com,HEAD,/,404,,
162.159.46.1,443,cloudflare-dns.com,HEAD,/,200,"Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
Expect-CT: max-age=604800, report-uri=""https://report-uri.cloudflare.com/cdn-cgi/beacon/expect-ct""",
176.125.239.7,443,freedns.controld.dev,HEAD,/,404,,
167.71.38.125,443,doh3.almir1904.eu,HEAD,/,302,,
176.125.239.178,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.145,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.158,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.151,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.148,443,freedns.controld.dev,HEAD,/,404,,
176.58.90.11,443,dns.securd.com,HEAD,/,404,,
