ip,domain,caa_result
49.51.173.169,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.138.123.109,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
202.5.221.132,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
210.130.1.21,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
58.125.243.9,dns.google,0 issue "pki.goog";128 issue "pki.goog"
103.102.166.5,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
202.5.221.134,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
216.128.181.13,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
174.138.29.175,doh.tiar.app,128 issue "letsencrypt.org";128 issuewild ";"
34.75.0.190,dns.dionperera.com,0 issue "sectigo.com";0 issuewild "sectigo.com"
194.169.181.36,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
8.8.8.8,8888.google,0 issue "pki.goog";128 issue "pki.goog"
82.84.178.154,dns.google,0 issue "pki.goog";128 issue "pki.goog"
76.76.21.21,arashi.eu.org,0 issue "letsencrypt.org"
171.97.12.136,dns.google,0 issue "pki.goog";128 issue "pki.goog"
203.180.146.213,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
203.180.146.214,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
210.128.97.214,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
210.130.0.63,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
210.128.97.218,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
185.64.79.5,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
93.115.24.205,dns.comss.one,0 issue "comodoca.com"
203.180.146.207,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
92.38.152.163,dns.comss.one,0 issue "comodoca.com"
203.180.146.24,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
210.130.0.3,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
202.5.221.133,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
44.199.52.108,dns.stevenz.net,0 iodef "mailto:caa-report@stevenz.net";0 issue "letsencrypt.org";0 issuewild "letsencrypt.org"
171.97.235.52,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.138.123.75,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
176.9.93.198,dnsforge.de,0 issue "letsencrypt.org"
210.130.1.2,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
180.4.189.192,dns.google,0 issue "pki.goog";128 issue "pki.goog"
45.125.0.27,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
210.128.97.219,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
47.245.54.147,dns.google,0 issue "pki.goog";128 issue "pki.goog"
103.121.210.210,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
168.95.1.1,dns.hinet.net,0 issuewild ";";0 issue "pki.hinet.net"
85.146.139.97,dns.google,0 issue "pki.goog";128 issue "pki.goog"
103.121.210.210,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
103.121.210.211,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
103.121.210.211,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
216.98.99.106,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
103.121.210.212,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
103.121.210.212,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
13.72.215.74,alidns.com,0 issue "globalsign.com"
203.180.146.32,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
79.133.149.84,dns.google,0 issue "pki.goog";128 issue "pki.goog"
185.222.222.222,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
45.60.186.33,dns.google,0 issue "pki.goog";128 issue "pki.goog"
47.95.0.21,alidns.com,0 issue "globalsign.com"
174.81.41.112,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.138.123.73,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
98.15.33.110,dns.google,0 issue "pki.goog";128 issue "pki.goog"
62.133.35.15,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
195.50.204.191,dns.google,0 issue "pki.goog";128 issue "pki.goog"
93.115.24.204,dns.comss.one,0 issue "comodoca.com"
45.11.45.11,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
62.115.182.223,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
8.8.8.8,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.138.123.108,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
78.142.193.50,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
47.254.217.110,alidns.com,0 issue "globalsign.com"
91.198.174.8,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
216.98.99.109,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
3.34.32.82,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
210.138.123.79,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
210.138.123.89,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
62.133.35.17,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
216.98.99.107,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
185.37.252.149,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
93.177.66.108,doh.webnmail.de,0 issue "letsencrypt.org";0 iodef "mailto:admin@webnmail.de"
203.180.146.217,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
78.142.193.53,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
185.184.222.222,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
203.180.146.14,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
78.142.193.52,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
47.254.217.109,alidns.com,0 issue "globalsign.com"
45.125.0.27,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
203.180.146.31,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
185.118.198.55,public-dns-a.dns.srvfarm.net,0 issuewild "letsencrypt.org";0 issue "letsencrypt.org"
202.232.2.31,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
208.80.153.6,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
45.125.0.26,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
165.22.253.142,dns1.ikoniaga.net,0 issue "sectigo.com"
84.110.222.62,dns.google,0 issue "pki.goog";128 issue "pki.goog"
31.155.18.140,dns.google,0 issue "pki.goog";128 issue "pki.goog"
208.80.153.38,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
16.162.124.34,alidns.com,0 issue "globalsign.com"
14.169.240.161,dns.google,0 issue "pki.goog";128 issue "pki.goog"
147.78.178.172,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
210.130.0.73,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
8.8.4.4,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.138.123.111,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
203.180.146.23,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
14.231.56.157,dns.google,0 issue "pki.goog";128 issue "pki.goog"
203.180.146.204,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
103.242.45.39,dns.google,0 issue "pki.goog";128 issue "pki.goog"
203.180.146.25,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
210.130.0.51,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
210.130.0.52,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
103.2.57.5,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
210.128.97.73,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
103.2.57.6,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
210.130.0.53,dns.iij.jp,0 iodef "mailto:dns-managers@iij.ad.jp";0 issue "globalsign.com";0 issuewild "globalsign.com"
